Time (h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),Sugar feed rate(Fs:L/h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Oxygen Uptake Rate(OUR:(g min^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Fault reference(Fault_ref:Fault ref),Batch_Number
15.8,0.0094366,11.211,0.000954,6.4887,298.52,0.47703,30.0,42.0,100.0,0.6616,,0.0,44
16.0,0.0091671,11.181,0.00095336,6.5165,298.38,0.4837,30.0,42.0,100.0,0.67128,,0.0,44
16.2,0.033598,9.1177,0.00095251,6.5153,298.37,0.49207,75.0,42.0,100.0,1.0043,,0.0,44
16.4,0.032857,8.9374,0.00095168,6.505,298.39,0.50232,75.0,42.0,100.0,1.1236,,0.0,44
16.6,0.029864,8.8684,0.00095085,6.4945,298.37,0.51293,75.0,42.0,100.0,1.1489,,0.0,44
16.8,0.028121,8.8085,0.00095001,6.4871,298.36,0.52359,75.0,42.0,100.0,1.1566,,0.0,44
17.0,0.026583,8.7407,0.00094915,6.4851,298.33,0.53428,75.0,42.0,100.0,1.1656,,0.0,44
17.2,0.026655,8.6405,0.00094828,6.4856,298.32,0.545,75.0,42.0,100.0,1.1736,,0.0,44
17.4,0.025258,8.6044,0.00094739,6.4881,298.29,0.55577,75.0,42.0,100.0,1.1759,,0.0,44
17.6,0.024237,8.5259,0.00094648,6.4914,298.26,0.56657,75.0,42.0,100.0,1.1854,,0.0,44
17.8,0.023836,8.4235,0.00094556,6.4957,298.25,0.57742,75.0,42.0,100.0,1.197,,0.0,44
18.0,0.023278,8.3122,0.00094463,6.4986,298.21,0.58835,75.0,42.0,100.0,1.2193,,0.0,44
18.2,0.022099,8.2381,0.00094371,6.5015,298.17,0.59935,75.0,42.0,100.0,1.232,,0.0,44
18.4,0.020974,8.1798,0.00094279,6.5038,298.15,0.61036,75.0,42.0,100.0,1.2391,,0.0,44
18.6,0.020064,8.1065,0.00094187,6.5044,298.12,0.62138,75.0,42.0,100.0,1.2489,,0.0,44
18.8,0.019215,8.0945,0.00094096,6.5065,298.09,0.63236,75.0,42.0,100.0,1.2417,,0.0,44
19.0,0.018428,8.0274,0.00094005,6.5093,298.09,0.64332,75.0,42.0,100.0,1.2502,,0.0,44
19.2,0.018104,7.9298,0.00093916,6.5105,298.08,0.65431,75.0,42.0,100.0,1.2576,,0.0,44
19.4,0.017281,7.8563,0.00093828,6.5094,298.08,0.66534,75.0,42.0,100.0,1.2688,,0.0,44
19.6,0.016364,7.8442,0.00093741,6.5066,298.08,0.67633,75.0,42.0,100.0,1.2687,,0.0,44
19.8,0.016305,7.7209,0.00093655,6.5046,298.09,0.68731,75.0,42.0,100.0,1.2871,,0.0,44
20.0,0.015485,7.6849,0.0009357,6.5021,298.1,0.69832,75.0,42.0,100.0,1.2895,,0.0,44
20.2,0.057571,6.0924,0.0009346,6.4716,298.22,0.56113,150.0,55.0,100.0,1.6058,,0.0,44
20.4,0.058317,5.7666,0.00093347,6.4438,298.35,0.56424,150.0,55.0,100.0,1.6956,,0.0,44
20.6,0.052361,5.5815,0.00093225,6.4252,298.46,0.57586,150.0,55.0,100.0,1.7443,,0.0,44
20.8,0.048367,5.437,0.00093094,6.4133,298.55,0.58812,150.0,55.0,100.0,1.7647,,0.0,44
21.0,0.045195,5.3171,0.00092952,6.4053,298.56,0.60056,150.0,55.0,100.0,1.789,,0.0,44
21.2,0.041112,5.2859,0.00092797,6.3999,298.57,0.61308,150.0,55.0,100.0,1.7931,,0.0,44
21.4,0.036148,5.2759,0.00092637,6.3968,298.57,0.6256,150.0,55.0,100.0,1.7939,,0.0,44
21.6,0.033071,5.2152,0.00092478,6.3952,298.55,0.63808,150.0,55.0,100.0,1.8026,,0.0,44
21.8,0.030576,5.1265,0.00092319,6.3945,298.55,0.65058,150.0,55.0,100.0,1.816,,0.0,44
22.0,0.028394,5.0271,0.00092161,6.3941,298.56,0.66311,150.0,55.0,100.0,1.8309,,0.0,44
22.2,0.027107,4.8941,0.00092002,6.3937,298.54,0.6757,150.0,55.0,100.0,1.85,,0.0,44
22.4,0.025639,4.8452,0.00091845,6.3939,298.52,0.6883,150.0,55.0,100.0,1.8601,,0.0,44
22.6,0.02376,4.8367,0.00091687,6.3951,298.46,0.70085,150.0,55.0,100.0,1.8618,,0.0,44
22.8,0.02239,4.7311,0.00091531,6.3963,298.39,0.71338,150.0,55.0,100.0,1.8795,,0.0,44
23.0,0.022145,4.597,0.00091375,6.397,298.35,0.72597,150.0,55.0,100.0,1.8928,,0.0,44
23.2,0.020777,4.5834,0.00091219,6.3981,298.3,0.73857,150.0,55.0,100.0,1.8924,,0.0,44
23.4,0.020224,4.4671,0.00091065,6.3989,298.23,0.75118,150.0,55.0,100.0,1.9024,,0.0,44
23.6,0.019555,4.3448,0.0009091,6.3993,298.18,0.76386,150.0,55.0,100.0,1.9174,,0.0,44
23.8,0.01952,4.1736,0.00090756,6.3989,298.17,0.77664,150.0,55.0,100.0,1.9427,,0.0,44
24.0,0.019258,4.0304,0.00090603,6.3982,298.1,0.78954,150.0,55.0,100.0,1.9699,9.5,0.0,44
24.2,0.0029155,9.5993,0.019146,6.4402,297.72,0.79753,30.0,55.0,100.0,0.95716,,0.0,44
24.4,0.0030211,9.5711,0.039914,6.4805,300.09,0.80241,30.0,55.0,100.0,0.81179,,0.0,44
24.6,0.0029649,9.5453,0.060661,6.5166,299.43,0.8071,30.0,55.0,100.0,0.80258,,0.0,44
24.8,0.0029565,9.5046,0.08165,6.5486,298.76,0.81175,30.0,55.0,100.0,0.80964,,0.0,44
25.0,0.0029669,9.4167,0.10282,6.5762,298.3,0.8164,30.0,55.0,100.0,0.82653,,0.0,44
25.2,0.0029879,9.9935,0.12383,6.5965,297.95,0.82108,30.0,55.0,100.0,0.87855,,0.0,44
25.4,0.0030277,9.8503,0.14493,6.5982,299.63,0.82576,30.0,55.0,100.0,0.91138,,0.0,44
25.6,0.0030155,9.7297,0.16549,6.57,299.14,0.83046,30.0,55.0,100.0,0.94155,,0.0,44
25.8,0.002957,9.669,0.18674,6.5244,298.62,0.83517,30.0,55.0,100.0,0.93988,,0.0,44
26.0,0.0028566,9.6329,0.20912,6.474,298.26,0.83982,30.0,55.0,100.0,0.95287,,0.0,44
26.2,0.0028313,9.6133,0.23202,6.4432,298.02,0.84445,30.0,55.0,100.0,0.95364,,0.0,44
26.4,0.0028211,9.6244,0.25535,6.4418,297.85,0.84905,30.0,55.0,100.0,0.95164,,0.0,44
26.6,0.0028114,9.6588,0.27911,6.4633,299.01,0.85362,30.0,55.0,100.0,0.93503,,0.0,44
26.8,0.0028114,9.6529,0.3028,6.491,298.71,0.85818,30.0,55.0,100.0,0.92884,,0.0,44
27.0,0.0028103,9.6243,0.32664,6.5179,298.38,0.86274,30.0,55.0,100.0,0.93095,,0.0,44
27.2,0.0028078,9.579,0.35069,6.5406,298.16,0.8673,30.0,55.0,100.0,0.92696,,0.0,44
27.4,0.0027614,9.5265,0.37533,6.5557,298.02,0.87183,30.0,55.0,100.0,0.92904,,0.0,44
27.6,0.0027157,9.4166,0.40051,6.5407,297.9,0.87634,30.0,55.0,100.0,0.95704,,0.0,44
27.8,0.0026726,9.3454,0.42611,6.5043,298.78,0.88082,30.0,55.0,100.0,0.97713,,0.0,44
28.0,0.0026575,9.3101,0.45209,6.4695,298.53,0.88527,30.0,55.0,100.0,0.97929,,0.0,44
28.2,0.0031529,8.8648,0.47356,6.453,298.33,0.89014,37.0,55.0,100.0,1.0487,,0.0,44
28.4,0.0030833,8.9024,0.4958,6.4604,298.18,0.89518,37.0,55.0,100.0,1.0508,,0.0,44
28.6,0.0030019,8.9445,0.51916,6.48,298.09,0.90018,37.0,55.0,100.0,1.0304,,0.0,44
28.8,0.0029812,8.9326,0.54283,6.5008,298.04,0.90513,37.0,55.0,100.0,1.0306,,0.0,44
29.0,0.0029467,8.9088,0.56698,6.5198,297.99,0.91004,37.0,55.0,100.0,1.0399,,0.0,44
29.2,0.0029212,8.8617,0.59153,6.5337,297.96,0.91492,37.0,55.0,100.0,1.0457,,0.0,44
29.4,0.0028651,8.8307,0.61684,6.5374,297.93,0.91975,37.0,55.0,100.0,1.0467,,0.0,44
29.6,0.0028457,8.765,0.64248,6.527,298.6,0.92455,37.0,55.0,100.0,1.0517,,0.0,44
29.8,0.002727,8.7727,0.66926,6.5051,298.47,0.92926,37.0,55.0,100.0,1.0524,,0.0,44
30.0,0.0027297,8.6946,0.6963,6.4826,298.33,0.93395,37.0,55.0,100.0,1.066,,0.0,44
30.2,0.0026728,9.5395,0.72401,6.4725,298.22,0.9386,37.0,55.0,100.0,1.067,,0.0,44
30.4,0.0026651,9.5513,0.75195,6.4771,298.15,0.94323,37.0,55.0,100.0,1.0465,,0.0,44
30.6,0.0026114,9.5699,0.78048,6.4909,298.11,0.94782,37.0,55.0,100.0,1.0329,,0.0,44
30.8,0.0026012,9.5512,0.80941,6.5071,298.07,0.95238,37.0,55.0,100.0,1.0246,,0.0,44
31.0,0.0026352,9.4859,0.83823,6.5201,298.04,0.95697,37.0,55.0,100.0,1.0265,,0.0,44
31.2,0.0026084,9.4163,0.86725,6.5258,298.01,0.96157,37.0,55.0,100.0,1.0363,,0.0,44
31.4,0.0025815,9.3625,0.89674,6.5212,298.0,0.96616,37.0,55.0,100.0,1.0372,,0.0,44
31.6,0.0025858,9.2852,0.92635,6.5074,297.99,0.97076,37.0,55.0,100.0,1.0396,,0.0,44
31.8,0.0025469,9.2722,0.95651,6.4923,297.99,0.97533,37.0,55.0,100.0,1.0399,,0.0,44
32.0,0.0025417,9.2524,0.98667,6.484,297.98,0.97988,37.0,55.0,100.0,1.0403,,0.0,44
32.2,0.0028284,8.9264,1.0146,6.483,297.99,0.98469,43.0,55.0,100.0,1.0903,,0.0,44
32.4,0.0027955,8.8975,1.0431,6.4888,297.99,0.98964,43.0,55.0,100.0,1.0973,,0.0,44
32.6,0.0028411,8.8162,1.0711,6.4988,297.99,0.99462,43.0,55.0,100.0,1.1157,,0.0,44
32.8,0.0027419,8.8607,1.1001,6.5083,297.99,0.99957,43.0,55.0,100.0,1.0997,,0.0,44
33.0,0.002689,8.8455,1.13,6.5153,297.99,1.0044,43.0,55.0,100.0,1.0916,,0.0,44
33.2,0.0026611,8.7978,1.1603,6.5165,297.98,1.0093,43.0,55.0,100.0,1.0958,,0.0,44
33.4,0.0026364,8.7372,1.1911,6.5117,297.98,1.0141,43.0,55.0,100.0,1.1021,,0.0,44
33.6,0.0026563,8.6568,1.2218,6.4999,297.99,1.019,43.0,55.0,100.0,1.1045,,0.0,44
33.8,0.002603,8.6475,1.2533,6.4889,297.98,1.0238,43.0,55.0,100.0,1.1054,,0.0,44
34.0,0.0025648,8.6287,1.2852,6.4832,297.98,1.0286,43.0,55.0,100.0,1.1062,,0.0,44
34.2,0.0025874,8.5797,1.3171,6.4855,297.99,1.0334,43.0,55.0,100.0,1.1066,,0.0,44
34.4,0.0025685,8.5663,1.3492,6.4938,298.0,1.0382,43.0,55.0,100.0,1.1033,,0.0,44
34.6,0.0025912,8.5162,1.3813,6.5046,298.01,1.043,43.0,55.0,100.0,1.1067,,0.0,44
34.8,0.002604,8.44,1.4134,6.5115,298.01,1.0479,43.0,55.0,100.0,1.1281,,0.0,44
35.0,0.0025941,8.3854,1.4461,6.5146,298.02,1.0527,43.0,55.0,100.0,1.136,,0.0,44
35.2,0.0026278,8.2606,1.4783,6.5125,298.02,1.0576,43.0,55.0,100.0,1.1513,,0.0,44
35.4,0.0026161,8.1794,1.5108,6.5063,298.01,1.0625,43.0,55.0,100.0,1.1668,,0.0,44
35.6,0.0025418,8.161,1.544,6.499,298.01,1.0674,43.0,55.0,100.0,1.1705,,0.0,44
35.8,0.0025151,8.1157,1.5776,6.4922,297.99,1.0723,43.0,55.0,100.0,1.1805,,0.0,44
36.0,0.0024877,8.0905,1.6115,6.4878,297.98,1.0772,43.0,55.0,100.0,1.1878,13.5,0.0,44
36.2,0.0026145,7.9062,1.6443,6.4896,297.98,1.0821,47.0,55.0,100.0,1.2156,,0.0,44
36.4,0.0025871,7.895,1.6773,6.4962,297.97,1.0872,47.0,55.0,100.0,1.2142,,0.0,44
36.6,0.0025893,7.831,1.7107,6.5041,297.97,1.0922,47.0,55.0,100.0,1.2284,,0.0,44
36.8,0.0025745,7.7961,1.7443,6.5112,297.97,1.0972,47.0,55.0,100.0,1.2302,,0.0,44
37.0,0.0025947,7.7401,1.7776,6.5147,297.97,1.1023,47.0,55.0,100.0,1.234,,0.0,44
37.2,0.0026334,7.6082,1.8107,6.5126,297.97,1.1074,47.0,55.0,100.0,1.25,,0.0,44
37.4,0.0026457,7.5132,1.8437,6.5055,297.96,1.1125,47.0,55.0,100.0,1.2622,,0.0,44
37.6,0.0026144,7.4773,1.8773,6.4967,297.96,1.1177,47.0,55.0,100.0,1.2589,,0.0,44
37.8,0.0026384,7.3847,1.9108,6.4894,297.97,1.1228,47.0,55.0,100.0,1.2736,,0.0,44
38.0,0.0026576,7.2812,1.9441,6.4855,297.97,1.1281,47.0,55.0,100.0,1.3011,,0.0,44
38.2,0.0026612,7.2587,1.9774,6.4876,297.97,1.1333,47.0,55.0,100.0,1.2969,,0.0,44
38.4,0.002617,7.2728,2.0113,6.4945,297.97,1.1386,47.0,55.0,100.0,1.2885,,0.0,44
38.6,0.0026138,7.2508,2.0451,6.5028,297.98,1.1438,47.0,55.0,100.0,1.2988,,0.0,44
38.8,0.0026187,7.1773,2.0791,6.5096,297.99,1.149,47.0,55.0,100.0,1.3111,,0.0,44
39.0,0.0026033,7.1293,2.1134,6.5138,298.0,1.1542,47.0,55.0,100.0,1.3141,,0.0,44
39.2,0.0025678,7.0948,2.1481,6.5135,298.0,1.1593,47.0,55.0,100.0,1.3155,,0.0,44
39.4,0.0025703,7.0395,2.183,6.509,298.0,1.1645,47.0,55.0,100.0,1.3092,,0.0,44
39.6,0.0026239,6.9134,2.2173,6.5014,298.0,1.1697,47.0,55.0,100.0,1.3317,,0.0,44
39.8,0.0026334,6.8382,2.2515,6.4941,298.0,1.175,47.0,55.0,100.0,1.3447,,0.0,44
40.0,0.0025681,6.8484,2.2865,6.4897,298.0,1.1802,47.0,55.0,100.0,1.3465,,0.0,44
40.2,0.0027133,8.6025,2.3211,6.4895,298.0,1.0945,51.0,60.0,100.0,1.3499,,0.0,44
40.4,0.0027026,8.5843,2.3561,6.4928,297.99,1.0949,51.0,60.0,100.0,1.3353,,0.0,44
40.6,0.0027149,8.5439,2.3908,6.4988,297.98,1.0996,51.0,60.0,100.0,1.3305,,0.0,44
40.8,0.0026836,8.5235,2.4258,6.5052,297.97,1.1046,51.0,60.0,100.0,1.3344,,0.0,44
41.0,0.002612,8.5394,2.4619,6.5098,297.97,1.1095,51.0,60.0,100.0,1.3246,,0.0,44
41.2,0.0025785,8.5167,2.4984,6.5123,297.98,1.1144,51.0,60.0,100.0,1.3204,,0.0,44
41.4,0.0025204,8.5149,2.5358,6.5112,297.98,1.1191,51.0,60.0,100.0,1.3196,,0.0,44
41.6,0.0025176,8.4642,2.5732,6.5059,297.98,1.1239,51.0,60.0,100.0,1.3185,,0.0,44
41.8,0.0025624,8.3328,2.6103,6.4997,297.99,1.1287,51.0,60.0,100.0,1.3387,,0.0,44
42.0,0.0025387,8.2931,2.6477,6.4945,298.0,1.1336,51.0,60.0,100.0,1.3539,,0.0,44
42.2,0.0025487,8.2311,2.6853,6.4908,298.01,1.1384,51.0,60.0,100.0,1.3599,,0.0,44
42.4,0.0025544,8.1709,2.7227,6.4901,298.0,1.1433,51.0,60.0,100.0,1.3623,,0.0,44
42.6,0.0025602,8.1214,2.7603,6.4921,297.99,1.1482,51.0,60.0,100.0,1.3594,,0.0,44
42.8,0.0025277,8.0904,2.7983,6.4971,297.98,1.1531,51.0,60.0,100.0,1.3689,,0.0,44
43.0,0.0025509,8.0167,2.836,6.5008,297.98,1.158,51.0,60.0,100.0,1.3707,,0.0,44
43.2,0.0025483,7.9606,2.8738,6.5064,297.98,1.163,51.0,60.0,100.0,1.3822,,0.0,44
43.4,0.0025619,7.8716,2.9114,6.5103,297.98,1.168,51.0,60.0,100.0,1.3971,,0.0,44
43.6,0.0025415,7.8333,2.9491,6.5112,297.98,1.1729,51.0,60.0,100.0,1.4127,,0.0,44
43.8,0.002509,7.7926,2.9874,6.5088,297.98,1.1778,51.0,60.0,100.0,1.4232,,0.0,44
44.0,0.0025044,7.716,3.0257,6.5036,297.98,1.1828,51.0,60.0,100.0,1.4339,,0.0,44
44.2,0.0028629,7.2402,3.0587,6.4959,298.02,1.188,57.0,60.0,100.0,1.504,,0.0,44
44.4,0.0028451,7.2022,3.0918,6.4915,298.03,1.1935,57.0,60.0,100.0,1.5164,,0.0,44
44.6,0.0027172,7.3169,3.1268,6.4929,298.02,1.1988,57.0,60.0,100.0,1.4912,,0.0,44
44.8,0.00266,7.3154,3.1624,6.4956,298.0,1.2041,57.0,60.0,100.0,1.4899,,0.0,44
45.0,0.0026869,7.2563,3.1978,6.4991,297.99,1.2093,57.0,60.0,100.0,1.4955,,0.0,44
45.2,0.0026931,7.1964,3.2332,6.5027,297.98,1.2146,57.0,60.0,100.0,1.5011,,0.0,44
45.4,0.0027149,7.1093,3.2681,6.5048,297.98,1.2199,57.0,60.0,100.0,1.5117,,0.0,44
45.6,0.0027178,7.0677,3.303,6.5057,297.99,1.2252,57.0,60.0,100.0,1.5032,,0.0,44
45.8,0.0027164,7.016,3.3379,6.5058,297.99,1.2305,57.0,60.0,100.0,1.5032,,0.0,44
46.0,0.0027079,6.951,3.3725,6.5058,297.99,1.2358,57.0,60.0,100.0,1.5091,,0.0,44
46.2,0.0026652,6.9279,3.4077,6.5054,297.99,1.2411,57.0,60.0,100.0,1.5131,,0.0,44
46.4,0.0026385,6.9131,3.4431,6.5045,297.98,1.2464,57.0,60.0,100.0,1.5146,,0.0,44
46.6,0.0025723,6.925,3.4794,6.503,297.98,1.2516,57.0,60.0,100.0,1.5106,,0.0,44
46.8,0.0024926,6.9752,3.5171,6.5026,297.97,1.2567,57.0,60.0,100.0,1.4946,,0.0,44
47.0,0.0024397,6.9807,3.5554,6.5016,297.97,1.2617,57.0,60.0,100.0,1.4938,,0.0,44
47.2,0.0024461,6.9233,3.5936,6.5012,297.97,1.2667,57.0,60.0,100.0,1.5,,0.0,44
47.4,0.0024562,6.8436,3.6313,6.5009,297.98,1.2717,57.0,60.0,100.0,1.5177,,0.0,44
47.6,0.0024503,6.8026,3.6688,6.5001,297.98,1.2767,57.0,60.0,100.0,1.5184,,0.0,44
47.8,0.002425,6.7825,3.7063,6.4992,297.98,1.2817,57.0,60.0,100.0,1.5241,,0.0,44
48.0,0.0023845,6.7811,3.7441,6.4982,297.97,1.2867,57.0,60.0,100.0,1.5266,17.46,0.0,44
48.2,0.0026926,6.3867,3.7752,6.4986,297.99,1.2919,61.0,60.0,100.0,1.578,,0.0,44
48.4,0.0026681,6.3918,3.8059,6.4989,297.99,1.2973,61.0,60.0,100.0,1.579,,0.0,44
48.6,0.0027052,6.3182,3.8352,6.4999,298.0,1.3027,61.0,60.0,100.0,1.5798,,0.0,44
48.8,0.002795,6.2034,3.8618,6.5012,298.01,1.3082,61.0,60.0,100.0,1.5857,,0.0,44
49.0,0.0026996,6.2604,3.89,6.5019,298.02,1.3137,61.0,60.0,100.0,1.5762,,0.0,44
49.2,0.0027233,6.1764,3.9172,6.5013,298.03,1.3192,61.0,60.0,100.0,1.5822,,0.0,44
49.4,0.0026671,6.1926,3.9448,6.5017,298.02,1.3246,61.0,60.0,100.0,1.5765,,0.0,44
49.6,0.0026316,6.1839,3.973,6.5022,298.02,1.33,61.0,60.0,100.0,1.5762,,0.0,44
49.8,0.0026712,6.0843,3.9993,6.502,298.02,1.3354,61.0,60.0,100.0,1.587,,0.0,44
50.0,0.0026779,6.0205,4.0244,6.5022,298.02,1.3408,61.0,60.0,100.0,1.6075,,0.0,44
50.2,0.0023435,8.5303,4.0629,6.4937,297.88,1.346,61.0,60.0,100.0,1.2675,,0.0,44
50.4,0.002303,8.605,4.1023,6.4888,298.44,1.3509,61.0,60.0,100.0,1.229,,0.0,44
50.6,0.0023159,8.6223,4.1417,6.4871,298.14,1.3558,61.0,60.0,100.0,1.2293,,0.0,44
50.8,0.0022667,8.7099,4.1814,6.489,297.97,1.3607,61.0,60.0,100.0,1.2227,,0.0,44
51.0,0.0022489,8.7572,4.2212,6.4925,297.89,1.3655,61.0,60.0,100.0,1.2232,,0.0,44
51.2,0.0022422,8.7841,4.2609,6.497,298.17,1.3704,61.0,60.0,100.0,1.2269,,0.0,44
51.4,0.0022387,8.7716,4.3006,6.5007,298.05,1.3752,61.0,60.0,100.0,1.2483,,0.0,44
51.6,0.0022084,8.8327,4.3407,6.5041,297.97,1.38,61.0,60.0,100.0,1.2517,,0.0,44
51.8,0.0022282,8.7745,4.3807,6.506,297.93,1.3849,61.0,60.0,100.0,1.2574,,0.0,44
52.0,0.0021865,8.8457,4.4207,6.5071,298.14,1.3897,61.0,60.0,100.0,1.2487,,0.0,44
52.2,0.0022951,8.6905,4.4601,6.5058,298.06,1.3947,65.0,60.0,100.0,1.2739,,0.0,44
52.4,0.0022846,8.7072,4.4998,6.504,298.01,1.3997,65.0,60.0,100.0,1.2711,,0.0,44
52.6,0.0022966,8.6717,4.539,6.5007,297.99,1.4047,65.0,60.0,100.0,1.2835,,0.0,44
52.8,0.0022541,8.7419,4.5787,6.4986,297.97,1.4097,65.0,60.0,100.0,1.2866,,0.0,44
53.0,0.0022835,8.6951,4.6182,6.4963,297.97,1.4147,65.0,60.0,100.0,1.3019,,0.0,44
53.2,0.0022659,8.7285,4.6578,6.4951,297.96,1.4197,65.0,60.0,100.0,1.3132,,0.0,44
53.4,0.0022306,8.8076,4.6979,6.4951,297.96,1.4247,65.0,60.0,100.0,1.3055,,0.0,44
53.6,0.0022655,8.7961,4.7376,6.4961,297.97,1.4297,65.0,60.0,100.0,1.3154,,0.0,44
53.8,0.0022372,8.8408,4.777,6.4983,297.97,1.4346,65.0,60.0,100.0,1.327,,0.0,44
54.0,0.0021982,8.9261,4.8168,6.5004,297.97,1.4396,65.0,60.0,100.0,1.3159,,0.0,44
54.2,0.002184,8.9472,4.8568,6.5029,297.96,1.4445,65.0,60.0,100.0,1.317,,0.0,44
54.4,0.0021495,9.0242,4.897,6.5053,297.96,1.4493,65.0,60.0,100.0,1.3092,,0.0,44
54.6,0.0021467,9.0581,4.9374,6.508,297.97,1.4541,65.0,60.0,100.0,1.3028,,0.0,44
54.8,0.0020891,9.144,4.9777,6.5102,297.96,1.4588,65.0,60.0,100.0,1.2991,,0.0,44
55.0,0.0020697,9.1587,5.018,6.5106,297.97,1.4635,65.0,60.0,100.0,1.3,,0.0,44
55.2,0.0020669,9.1392,5.0584,6.5097,297.97,1.4682,65.0,60.0,100.0,1.3192,,0.0,44
55.4,0.002094,9.0964,5.0987,6.5076,297.98,1.473,65.0,60.0,100.0,1.3342,,0.0,44
55.6,0.0021154,9.0892,5.1387,6.5028,297.98,1.4777,65.0,60.0,100.0,1.3314,,0.0,44
55.8,0.0020941,9.1396,5.1787,6.4979,297.98,1.4825,65.0,60.0,100.0,1.332,,0.0,44
56.0,0.0021019,9.1563,5.2188,6.4947,297.98,1.4872,65.0,60.0,100.0,1.3422,,0.0,44
56.2,0.0022827,8.937,5.2581,6.4911,298.0,1.4921,72.0,60.0,100.0,1.3873,,0.0,44
56.4,0.0022279,9.0474,5.2975,6.4905,298.0,1.4971,72.0,60.0,100.0,1.3723,,0.0,44
56.6,0.0022498,9.0699,5.3367,6.4918,298.0,1.5021,72.0,60.0,100.0,1.3571,,0.0,44
56.8,0.0021813,9.2128,5.3763,6.4954,297.99,1.5071,72.0,60.0,100.0,1.3422,,0.0,44
57.0,0.0022108,9.2117,5.4154,6.4989,297.99,1.512,72.0,60.0,100.0,1.345,,0.0,44
57.2,0.0022339,9.188,5.4543,6.5019,297.99,1.5169,72.0,60.0,100.0,1.3521,,0.0,44
57.4,0.0022035,9.2383,5.4933,6.5043,297.99,1.5219,72.0,60.0,100.0,1.3496,,0.0,44
57.6,0.0021574,9.2948,5.5324,6.5056,297.99,1.5268,72.0,60.0,100.0,1.346,,0.0,44
57.8,0.0021506,9.3231,5.5714,6.5063,297.99,1.5317,72.0,60.0,100.0,1.3449,,0.0,44
58.0,0.0021242,9.3602,5.6104,6.507,297.99,1.5365,72.0,60.0,100.0,1.3582,,0.0,44
58.2,0.0021039,9.3635,5.6492,6.5082,297.99,1.5413,72.0,60.0,100.0,1.3707,,0.0,44
58.4,0.0021055,9.3838,5.6875,6.5075,297.99,1.5462,72.0,60.0,100.0,1.367,,0.0,44
58.6,0.0021056,9.3739,5.7258,6.5053,297.99,1.551,72.0,60.0,100.0,1.3732,,0.0,44
58.8,0.0020522,9.49,5.7639,6.5031,297.99,1.5558,72.0,60.0,100.0,1.3667,,0.0,44
59.0,0.0020617,9.5029,5.8018,6.5011,297.99,1.5605,72.0,60.0,100.0,1.3743,,0.0,44
59.2,0.002008,9.6002,5.8396,6.5007,297.98,1.5652,72.0,60.0,100.0,1.3708,,0.0,44
59.4,0.0019938,9.6429,5.8775,6.4996,297.98,1.5698,72.0,60.0,100.0,1.3684,,0.0,44
59.6,0.0019748,9.6906,5.9152,6.4977,297.98,1.5744,72.0,60.0,100.0,1.3687,,0.0,44
59.8,0.0019633,9.7159,5.9531,6.4962,297.98,1.5789,72.0,60.0,100.0,1.38,,0.0,44
60.0,0.0019376,9.7576,5.9913,6.4958,297.98,1.5835,72.0,60.0,100.0,1.3819,19.789,0.0,44
60.2,0.0020029,9.7052,6.0295,6.4937,297.98,1.5881,76.0,60.0,100.0,1.3928,,0.0,44
60.4,0.0019745,9.7606,6.0678,6.4921,297.99,1.5927,76.0,60.0,100.0,1.3962,,0.0,44
60.6,0.0019379,9.8507,6.106,6.4935,297.99,1.5973,76.0,60.0,100.0,1.386,,0.0,44
60.8,0.0018888,9.9388,6.1446,6.4965,297.98,1.6018,76.0,60.0,100.0,1.3709,,0.0,44
61.0,0.0018612,9.9995,6.1827,6.4994,297.98,1.6063,76.0,60.0,100.0,1.3609,,0.0,44
61.2,0.0018276,10.099,6.2208,6.504,297.98,1.6107,76.0,60.0,100.0,1.3504,,0.0,44
61.4,0.0018252,10.136,6.2591,6.5085,297.98,1.6151,76.0,60.0,100.0,1.3487,,0.0,44
61.6,0.0018272,10.152,6.297,6.5117,297.98,1.6194,76.0,60.0,100.0,1.351,,0.0,44
61.8,0.0018181,10.17,6.335,6.5134,297.98,1.6238,76.0,60.0,100.0,1.3512,,0.0,44
62.0,0.0018188,10.159,6.373,6.5129,297.98,1.6281,76.0,60.0,100.0,1.3535,,0.0,44
62.2,0.0018239,10.142,6.4111,6.5108,297.99,1.6325,76.0,60.0,100.0,1.3699,,0.0,44
62.4,0.001846,10.098,6.4493,6.5064,297.99,1.6369,76.0,60.0,100.0,1.385,,0.0,44
62.6,0.0018269,10.147,6.4874,6.5015,298.0,1.6413,76.0,60.0,100.0,1.3858,,0.0,44
62.8,0.0018135,10.166,6.5255,6.4978,298.0,1.6456,76.0,60.0,100.0,1.3991,,0.0,44
63.0,0.0017989,10.212,6.5632,6.4955,298.0,1.65,76.0,60.0,100.0,1.3968,,0.0,44
63.2,0.0017837,10.246,6.6007,6.4931,298.0,1.6543,76.0,60.0,100.0,1.3974,,0.0,44
63.4,0.0017876,10.263,6.6375,6.4935,298.0,1.6587,76.0,60.0,100.0,1.4119,,0.0,44
